name,city,country,IATA,,lat,long,x,y,z,region,type
Würzburg-Schenkenturm Airport,Wuerzburg,Germany,\N,EDFW,49.8177795410156,9.89750003814697,991,1,E,Europe/Berlin,airport
São Jacinto Airport,Aveiro,Portugal,\N,LPAV,40.656741,-8.741544,26,0,E,Europe/Lisbon,airport
Hopsten Air Base,Hopsten,Germany,\N,ETNP,52.3386993408203,7.54132986068726,423,1,E,Europe/Berlin,airport
Persian Gulf International Airport,Khalije Fars,Iran,PGU,OIBP,27.379601,52.737701,27,3.5,U,Asia/Tehran,airport
Yasouj Airport,Yasuj,Iran,YES,OISY,30.700500488281,51.545101165771,5939,3.5,U,Asia/Tehran,airport
Mosul International Airport,Mosul,Iraq,OSB,ORBM,36.3058013916016,43.1473999023438,719,3,U,Asia/Baghdad,airport
Tajima Airport,Toyooka,Japan,TJH,RJBT,35.5127983093262,134.787002563477,584,9,U,Asia/Tokyo,airport
Amakusa Airport,Amakusa,Japan,AXJ,RJDA,32.482498,130.158997,340,9,U,Asia/Tokyo,airport
Kikai Airport,Kikai,Japan,KKX,RJKI,28.3213005066,129.927993774,21,9,U,Asia/Tokyo,airport
Aguni Airport,Aguni,Japan,AGJ,RORA,26.5925006866,127.240997314,38,9,U,Asia/Tokyo,airport
Donoi Airport,Uliastai,Mongolia,\N,ZMDN,47.7093,96.5258,5800,8,U,Asia/Ulaanbaatar,airport
Bulgan Airport,Bulgan,Mongolia,UGA,ZMBN,48.8549995422363,103.475997924805,4311,8,U,Asia/Ulaanbaatar,airport
Ulaangom Airport,Ulaangom,Mongolia,ULO,ZMUG,50.066588,91.938273,0,7,U,Asia/Hovd,airport
Borongan Airport,Borongan,Philippines,BPR,RPVW,11.6743001938,125.478996277,7,8,N,Asia/Manila,airport
Lubang Airport,Lubang,Philippines,LBX,RPLU,13.8554000854492,120.105003356934,43,8,N,Asia/Manila,airport
Kulob Airport,Kulyab,Tajikistan,TJU,UTDK,37.9880981445312,69.8050003051758,2293,5,U,Asia/Dushanbe,airport
Daşoguz Airport,Dasoguz,Turkmenistan,TAZ,UTAT,41.761101,59.826698,272,5,U,Asia/Ashgabat,airport
Barrow Island Airport,Barrow Island,Australia,BWB,YBWX,-20.8644008636475,115.40599822998,26,8,U,Australia/Perth,airport
Derby Airport,Derby,Australia,DRB,YDBY,-17.3700008392334,123.661003112793,24,8,U,Australia/Perth,airport
Walgett Airport,Walgett,Australia,WGE,YWLG,-30.0328006744385,148.126007080078,439,10,U,Australia/Sydney,airport
Bathurst Island Airport,Bathurst Island,Australia,BRT,YBTI,-11.7692003250122,130.619995117188,67,9.5,U,Australia/Darwin,airport
Dunk Island Airport,Dunk Island,Australia,DKI,YDKI,-17.9416999817,146.13999939,6,10,U,Australia/Brisbane,airport
Lizard Island Airport,Lizard Island,Australia,LZR,YLZI,-14.673273,145.454571,70,10,O,Australia/Brisbane,airport
Hamilton Airport,Hamilton,Australia,HLT,YHML,-37.6488990783691,142.065002441406,803,10,O,Australia/Hobart,airport
Halls Creek Airport,Halls Creek,Australia,HCQ,YHLC,-18.2339000701904,127.669998168945,1346,8,U,Australia/Perth,airport
Fitzroy Crossing Airport,Fitzroy Crossing,Australia,FIZ,YFTZ,-18.1819000244141,125.55899810791,368,8,U,Australia/Perth,airport
Ravensthorpe Airport,Ravensthorpe,Australia,RVT,YNRV,-33.7971992493,120.208000183,197,8,U,Australia/Perth,airport
Wilkins Runway,Budd Coast,Antarctica,\N,YWKS,-66.690833,111.523611,2529,12,U,Antarctica/South_Pole,airport
Provo Municipal Airport,Provo,United States,PVU,KPVU,40.219200134277,-111.72299957275,4497,-7,A,America/Denver,airport
Steamboat Springs Bob Adams Field,Steamboat Springs,United States,SBS,KSBS,40.5163002,-106.8659973,6882,-7,A,America/Denver,airport
Delta Municipal Airport,Delta,United States,DTA,KDTA,39.3805999756,-112.508003235,4759,-7,A,America/Denver,airport
Richfield Municipal Airport,Richfield,United States,RIF,KRIF,38.736400604248,-112.098999023438,5301,-7,A,America/Denver,airport
Carbon County Regional/Buck Davis Field,Price,United States,PUC,KPUC,39.61389923,-110.7509995,5957,-7,A,America/Denver,airport
Los Alamos Airport,Los Alamos,United States,LAM,KLAM,35.8797988892,-106.268997192,7171,-7,A,America/Denver,airport
Lake Havasu City Airport,Lake Havasu City,United States,HII,KHII,34.571098,-114.358002,783,-7,N,America/Phoenix,airport
Winslow Lindbergh Regional Airport,Winslow,United States,INW,KINW,35.021900177,-110.722999573,4941,-7,N,America/Phoenix,airport
Douglas Municipal Airport,Douglas,United States,DGL,KDGL,31.3425998688,-109.505996704,4173,-7,N,America/Phoenix,airport
Marakei Airport,Marakei,Kiribati,MZK,NGMK,2.05860996246338,173.27099609375,10,12,U,Pacific/Tarawa,airport
Abemama Atoll Airport,Abemama,Kiribati,AEA,NGTB,0.490833014249802,173.828994750977,8,12,U,Pacific/Tarawa,airport
Buariki Airport,Buariki,Kiribati,AAK,NGUK,0.185277998447418,173.636993408203,0,10,U,\N,airport
Kuria Airport,Kuria,Kiribati,KUC,NGKT,0.218611001968384,173.442001342773,0,12,U,Pacific/Tarawa,airport
Arorae Island Airport,Arorae,Kiribati,AIS,NGTR,-2.61611008644104,176.802993774414,0,12,U,Pacific/Tarawa,airport
Tamana Island Airport,Tamana,Kiribati,TMN,NGTM,-2.48583006858826,175.970001220703,0,12,U,Pacific/Tarawa,airport
Beru Airport,Beru Island,Kiribati,BEZ,NGBR,-1.35471999645233,176.00700378418,6,12,U,Pacific/Tarawa,airport
Nikunau Airport,Nikunau,Kiribati,NIG,NGNU,-1.31444001198,176.410003662,6,12,U,Pacific/Tarawa,airport
Butaritari Atoll Airport,Butaritari,Kiribati,BBG,NGTU,3.08583,172.811005,5,12,U,Pacific/Tarawa,airport
Makin Island Airport,Makin,Kiribati,MTK,NGMN,3.37443995475769,172.992004394531,0,12,U,Pacific/Tarawa,airport
Maiana Airport,Maiana,Kiribati,MNK,NGMA,1.00361001491547,173.031005859375,8,12,U,Pacific/Tarawa,airport
Nonouti Airport,Nonouti,Kiribati,NON,NGTO,-0.639721989631653,174.427993774414,10,12,U,Pacific/Tarawa,airport
Tabiteuea South Airport,Tabiteuea,Kiribati,TSU,NGTS,-1.47443997859955,175.063995361328,0,12,U,Pacific/Tarawa,airport
Whitianga Airport,Whitianga,New Zealand,WTZ,NZWT,-36.8316993713379,175.679000854492,10,12,U,Pacific/Auckland,airport
Takaka Airport,Takaka,New Zealand,KTF,NZTK,-40.8133010864258,172.774993896484,102,12,U,Pacific/Auckland,airport
Afutara Aerodrome,Afutara,Solomon Islands,AFT,AGAF,-9.19138888889,160.948611111,23,11,U,Pacific/Guadalcanal,airport
Ulawa Airport,Ulawa,Solomon Islands,RNA,AGAR,-9.86054358262,161.979546547,40,11,U,Pacific/Guadalcanal,airport
Choiseul Bay Airport,Choiseul Bay,Solomon Islands,CHY,AGGC,-6.711944,156.396111,0,11,U,Pacific/Guadalcanal,airport
Santa Ana Airport,Santa Ana,Solomon Islands,NNB,AGGT,-10.847994,162.454108,3,11,U,Pacific/Guadalcanal,airport
Yandina Airport,Yandina,Solomon Islands,XYA,AGGY,-9.092816,159.21841,60,11,U,Pacific/Guadalcanal,airport
Bartow Municipal Airport,Bartow,United States,BOW,KBOW,27.9433994293,-81.7834014893,125,-5,U,America/New_York,airport
Dyagilevo Air Base,Kostroma,Russia,\N,UUBD,54.6446990966797,39.5704002380371,440,3,N,Europe/Moscow,airport
Fitiuta Airport,Fiti\\'uta,American Samoa,FTI,NSFQ,-14.2172,-169.425003,110,-11,U,Pacific/Pago_Pago,airport
Livermore Municipal Airport,Livermore,United States,LVK,KLVK,37.6934013367,-121.819999695,400,-8,A,America/Los_Angeles,airport
Mariposa Yosemite Airport,Mariposa,United States,RMY,KMPI,37.5108985901,-120.040000916,2254,-8,A,America/Los_Angeles,airport
Grootfontein Airport,Grootfontein,Namibia,GFY,FYGF,-19.6021995544434,18.1226997375488,4636,1,S,Africa/Windhoek,airport
Rundu Airport,Rundu,Namibia,NDU,FYRU,-17.956499099731,19.719400405884,3627,1,S,Africa/Windhoek,airport
Tasiilaq Heliport,Angmagssalik,Greenland,AGM,BGAM,65.6122960847,-37.6183354855,24,-3,U,America/Godthab,airport
Jacqueline Cochran Regional Airport,Palm Springs,United States,TRM,KTRM,33.62670135498,-116.16000366211,-115,-8,A,America/Los_Angeles,airport
Santa Monica Municipal Airport,Santa Monica,United States,SMO,KSMO,34.0158004761,-118.450996399,177,-8,A,America/Los_Angeles,airport
Bermuda Dunes Airport,Palm Springs,United States,UDD,KUDD,33.748401641846,-116.27500152588,73,-8,A,America/Los_Angeles,airport
Scottsdale Airport,Scottsdale,United States,ZSY,KSDL,33.622898101807,-111.91100311279,1510,-7,A,America/Phoenix,airport
Olympia Regional Airport,Olympia,United States,OLM,KOLM,46.9693985,-122.9029999,209,-8,A,America/Los_Angeles,airport
Yolo County Davis Woodland Winters Airport,Davis-Woodland-Winters,United States,DWA,KDWA,38.57910156,-121.8570023,100,-8,A,America/Los_Angeles,airport
Garfield County Regional Airport,Rifle,United States,RIL,KRIL,39.52629852,-107.7269974,5548,-7,A,America/Denver,airport
Shively Field,SARATOGA,United States,SAA,KSAA,41.4449005126953,-106.823997497559,7012,-7,A,America/Denver,airport
DeKalb Peachtree Airport,Atlanta,United States,PDK,KPDK,33.8755989075,-84.3020019531,1003,-5,A,America/New_York,airport
Monroe County Airport,Bloomington,United States,BMG,KBMG,39.1459999084473,-86.61669921875,846,-5,A,America/New_York,airport
Witham Field,Stuart,United States,SUA,KSUA,27.18169975,-80.22109985,16,-5,A,America/New_York,airport
Morristown Municipal Airport,Morristown,United States,MMU,KMMU,40.7994003295898,-74.4149017333984,187,-5,A,America/New_York,airport
Napa County Airport,Napa,United States,APC,KAPC,38.2132,-122.280998,35,-8,A,America/Los_Angeles,airport
Brown Field Municipal Airport,San Diego,United States,SDM,KSDM,32.572299957275,-116.98000335693,526,-8,A,America/Los_Angeles,airport
Wangen-Lachen Airport,Wangen-Lachen,Switzerland,\N,LSPV,47.2047004699707,8.86750030517578,1335,1,U,Europe/Zurich,airport
Venice Municipal Airport,Venice,United States,VNC,KVNC,27.071599960327,-82.440299987793,18,-5,A,America/New_York,airport
Palm Beach County Glades Airport,Pahokee,United States,PHK,KPHK,26.78499985,-80.69339752,16,-5,A,America/New_York,airport
Northwest Florida Beaches International Airport,Panama City,United States,ECP,KECP,30.357106,-85.795414,69,-6,A,America/Chicago,airport
San Bernardino International Airport,San Bernardino,United States,SBD,KSBD,34.0954017639,-117.23500061,1159,-8,A,America/Los_Angeles,airport
Valença Airport,Valenca,Brazil,VAL,SNVB,-13.2965002059937,-38.9924011230469,21,-3,S,America/Fortaleza,airport
Caruaru Airport,Caruaru,Brazil,CAU,SNRU,-8.28238964080811,-36.013500213623,1891,-3,S,America/Fortaleza,airport
Wake Island Airfield,Wake island,Wake Island,AWK,PWAK,19.2821006774902,166.636001586914,14,-10,U,Pacific/Johnston,airport
Aeroclube Airport,Nova Iguacu,Brazil,QNV,SDNY,-22.7453002929687,-43.4603004455566,164,-3,S,America/Sao_Paulo,airport
San Carlos Airport,San Carlos,United States,SQL,KSQL,37.511901855469,-122.25,5,-8,A,America/Los_Angeles,airport
Courtelary Airport,Courtelary ,Switzerland,\N,LSZJ,47.1836013793945,7.09082984924316,2247,1,E,Europe/Zurich,airport
Koszalin Zegrze Pomorskie Air Base,Koszalin,Poland,OSZ,EPKO,54.0425,16.2656,249,1,E,Europe/Warsaw,airport
Camp Okavango Airport,Okavango Delta,Botswana,\N,FBCO,-19.131115,23.102505,3158,2,U,Africa/Gaborone,airport
Rocky Mount Wilson Regional Airport,Rocky Mount,United States,RWI,KRWI,35.8563003540039,-77.8918991088867,159,-5,A,America/New_York,airport
Whittier Airport,Whittier,United States,\N,PAWR,60.7771987915039,-148.72200012207,30,-9,U,America/Anchorage,airport
Soldotna Airport,Soldotna,United States,SXQ,PASX,60.475700378418,-151.033996582031,113,-9,U,America/Anchorage,airport
Gillespie Field,El Cajon,United States,SEE,KSEE,32.826198577881,-116.97200012207,388,-8,A,America/Los_Angeles,airport
San Clemente Island Naval Auxiliary Landing Field,San Clemente Island,United States,\N,KNUC,33.02270126,-118.5879974,184,-8,A,America/Los_Angeles,airport
Phan Rang Airport,Phan Rang,Vietnam,PHA,VVPR,11.6335000992,108.952003479,101,7,N,Asia/Saigon,airport
Na-San Airport,Son-La,Vietnam,SQH,VVNS,21.2169990539551,104.032997131348,2133,7,N,Asia/Saigon,airport
Truckee Tahoe Airport,Truckee,United States,TKF,KTRK,39.3199996948,-120.13999939,5900,-8,A,America/Los_Angeles,airport
Fréjus Airport,Frejus,France,FRJ,LFTU,43.4175,6.7357,33,1,E,Europe/Paris,airport
Geelong Airport,Geelong,Australia,GEX,YGLG,-38.2249984741211,144.332992553711,43,10,O,Australia/Hobart,airport
Mezen Airport,Mezen,Russia,\N,ULAE,65.8783340454102,44.2150001525879,46,3,N,Europe/Moscow,airport
Vaskovo Airport,Arkhangelsk,Russia,\N,ULAH,64.4417037964,40.4216995239,82,3,N,Europe/Moscow,airport
Cobb County-Mc Collum Field,Atlanta,United States,RYY,KRYY,34.01319885,-84.59860229,1040,-5,A,America/New_York,airport
Brumowski  Air Base,Tulln,Austria,\N,LOXT,48.3167,16.116699,574,1,U,Europe/Vienna,airport
Dell Flight Strip,Dell,United States,4U9,K4U9,44.7356987,-112.720001221,6007,-7,A,America/Denver,airport
Mission Field,Livingston-Montana,United States,LVM,KLVM,45.6994018555,-110.447998047,4660,-7,A,America/Denver,airport
Big Timber Airport,Big Timber,United States,6S0,K6S0,45.8064002990723,-109.981002807617,4492,-7,A,America/Denver,airport
Tulip City Airport,Holland,United States,BIV,KBIV,42.742900848389,-86.107398986816,698,-5,A,America/New_York,airport
London Heliport,London,United Kingdom,\N,EGLW,51.4697227478,-0.179444000125,18,0,E,Europe/London,airport
Venice-Lido Airport,Venice,Italy,\N,LIPV,45.428299,12.3881,13,1,E,Europe/Rome,airport
Tallinn Linnahall Heliport,Tallinn,Estonia,\N,EECL,59.4486198425293,24.7532272338867,23,2,E,Europe/Tallinn,airport
Hernesaari Heliport,Helsinki,Finland,HEN,EFHE,60.147777557373,24.9244441986084,7,2,E,Europe/Helsinki,airport
Linkenheim Airport,Linkenheim,Germany,\N,EDRI,49.1416664123535,8.39472198486328,325,1,E,Europe/Berlin,airport
Monument Valley Airport,Monument Valley,United States,\N,UT25,37.0167007446,-110.200996399,5192,-7,U,America/Denver,airport
Hilversum Airport,Hilversum,Netherlands,\N,EHHV,52.1918983459,5.14694023132,3,1,E,Europe/Amsterdam,airport
Texel Airport,Texel,Netherlands,\N,EHTX,53.1152992249,4.83361005783,2,1,E,Europe/Amsterdam,airport
La Cerdanya Airport,Das i Fontanals de Cerdanya,Spain,\N,LECD,42.3863983154297,1.86667001247406,3586,1,E,Europe/Madrid,airport
Lakeland Linder Regional Airport,Lakeland,United States,LAL,KLAL,27.988899231,-82.0186004639,142,-5,A,America/New_York,airport
Stary Oskol Airport,Stary Oskol,Russia,\N,UUOS,51.329216003418,37.7688484191895,791,3,N,Europe/Moscow,airport
Syangboche Airport,Syangboche,Nepal,SYH,VNSB,27.8112,86.7124,12400,5.75,N,Asia/Katmandu,airport
Indianola Municipal Airport,New York,United States,IDL,KIDL,33.485699,-90.678902,126,-6,A,America/Chicago,airport
Cheremshanka Airport,Krasnoyarsk,Russia,\N,UNKM,56.1769981384,92.5400009155,0,7,N,Asia/Krasnoyarsk,airport
French Valley Airport,Murrieta-Temecula,United States,RBK,KF70,33.5741996765,-117.127998352,1350,-8,A,America/Los_Angeles,airport
Oristano-Fenosu Airport,Oristano,Italy,FNU,LIER,39.895308,8.642661,36,1,E,Europe/Rome,airport
White Waltham Airfield,Maidenhead,United Kingdom,\N,EGLM,51.5008010864,-0.774443984032,131,0,E,Europe/London,airport
Mysore Airport,Mysore,India,MYQ,VOMY,12.3072004318237,76.6496963500977,2349,5.5,U,Asia/Calcutta,airport
Carl R Keller Field,Port Clinton,United States,PCW,KPCW,41.516300201416,-82.8686981201172,590,-5,U,America/New_York,airport
Dayton-Wright Brothers Airport,Dayton,United States,MGY,KMGY,39.5890007019,-84.224899292,957,-5,U,America/New_York,airport
Richmond Municipal Airport,Richmond,United States,RID,KRID,39.7571983337402,-84.8427963256836,1140,-5,U,America/New_York,airport
Findlay Airport,Findley,United States,FDY,KFDY,41.0135002136,-83.6687011719,813,-5,U,America/New_York,airport
Burlington Executive,Burlington,Canada,\N,CZBA,43.4414531515,-79.850102663,602,-5,A,America/Toronto,airport
Penneshaw Airport,Penneshaw,Australia,PEA,YPSH,-35.7558462874,137.962875366,0,9.5,O,Australia/Adelaide,airport
Engels heliport,Ebenhofen,Germany,EBE,EBEN,51.2116661071777,4.58083295822144,33,1,E,Europe/Brussels,airport
Emporia Municipal Airport,Kempten,Germany,EMP,KEMP,38.3320999146,-96.1912002563,1208,-6,E,America/Chicago,airport
Skå-Edeby Airport,Essen,Germany,ESX,ESSE,59.345100402832,17.74049949646,0,1,E,Europe/Stockholm,airport
Wycombe Air Park,Wycombe,United Kingdom,\N,EGTB,51.6116981506,-0.808332979679,515,0,E,Europe/London,airport
Bembridge Airport,Bembridge,United Kingdom,BBP,EGHJ,50.6781005859,-1.10943996906,53,0,E,Europe/London,airport
Waterville / Kings County Municipal Airport,Waterville,Canada,\N,CCW3,45.0518989563,-64.6517028809,119,-4,A,America/Halifax,airport
Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,United States,SPF,KSPF,44.48030090332,-103.78299713135,3931,-7,A,America/Denver,airport
Westkapelle heliport,Knokke,Belgium,\N,EBKW,51.32222366333,3.2930560112,10,1,U,Europe/Brussels,airport
Redcliffe Airport,Rothwell,Australia,\N,YRED,-27.2066993713379,153.067993164063,2,10,U,Australia/Brisbane,airport
Oksywie Military Air Base,Gdynia,Poland,QYD,EPOK,54.57970047,18.51720047,144,1,E,Europe/Warsaw,airport
Malbork Military Air Base,Malbork,Poland,\N,EPMB,54.0269012451,19.1341991425,16,1,E,Europe/Warsaw,airport
Lask Military Air Base,Lask,Poland,\N,EPLK,51.551700592,19.1791000366,633,1,E,Europe/Warsaw,airport
Miroslawiec Military Air Base,Miroslawiec,Poland,\N,EPMI,53.3950996399,16.0827999115,459,1,E,Europe/Warsaw,airport
Krzesiny Military Air Base,Poznan,Poland,\N,EPKS,52.3316993713,16.9664001465,265,1,E,Europe/Warsaw,airport
Olive Branch Airport,Olive Branch,United States,OLV,KOLV,34.9786987305,-89.7869033813,402,-6,A,America/Chicago,airport
Viña del mar Airport,Vina del Mar,Chile,\N,SCVM,-32.9496,-71.4786,461,-4,S,America/Santiago,airport
Brampton Airport,Brampton,Canada,\N,CNC3,43.7602996826,-79.875,935,-5,A,America/Toronto,airport
Zonguldak Airport,Zonguldak,Turkey,ONQ,LTAS,41.506401062,32.0886001587,39,3,E,Europe/Istanbul,airport
Rocky Mountain Metropolitan Airport,Broomfield-CO,United States,BJC,KBJC,39.90879822,-105.1169968,5673,-7,A,America/Denver,airport
Salem Municipal Airport/McNary Field,Salem,United States,SLE,KSLE,44.90950012,-123.0029984,214,-8,A,America/Los_Angeles,airport
Tunica Municipal Airport,Tunica,United States,UTM,KUTA,34.680999755859,-90.346702575684,194,-6,A,America/Chicago,airport
Batken Airport,Batken,Kyrgyzstan,\N,UA30,40.042899,70.83784,3517,6,E,Asia/Bishkek,airport
Kasaba Bay Airport,Kasaba Bay,Zambia,ZKB,FLKY,-8.52499961853027,30.6630001068115,2780,2,U,Africa/Lusaka,airport
Hunt Field,Lindau,Germany,LND,KLND,42.8152008057,-108.730003357,5586,-7,E,America/Denver,airport
Hoogeveen Airport,Hoogeveen,Netherlands,\N,EHHO,52.7308006287,6.51610994339,40,1,E,Europe/Amsterdam,airport
Teuge Airport,Deventer,Netherlands,\N,EHTE,52.2447013855,6.04666996002,17,1,E,Europe/Amsterdam,airport
Midden-Zeeland Airport,Middelburg,Netherlands,\N,EHMZ,51.5121994019,3.73111009598,6,1,E,Europe/Amsterdam,airport
Ameland Airport,Ameland,Netherlands,\N,EHAL,53.4516983032,5.67721986771,11,1,E,Europe/Amsterdam,airport
Saint-Cyr-l'École Airport,Saint-Cyr,France,\N,LFPZ,48.8114013671875,2.07471990585327,371,1,E,Europe/Paris,airport
Lawrence J Timmerman Airport,Milwaukee,United States,MWC,KMWC,43.1104011535645,-88.0344009399414,745,-6,A,America/Chicago,airport
Southern Wisconsin Regional Airport,Janesville,United States,JVL,KJVL,42.620300293,-89.0416030884,808,-6,A,America/Chicago,airport
Mantsonyane Airport,Mantsonyane,Lesotho,\N,FXMN,-29.5461006164551,28.2709999084473,7100,2,U,Africa/Maseru,airport
Arlington Municipal Airport,Arlington,United States,GKY,KGKY,32.6638984680176,-97.0942993164062,628,-6,A,America/Chicago,airport
Gwinnett County Briscoe Field,Lawrenceville,United States,LZU,KLZU,33.97809982,-83.96240234,1061,-5,A,America/New_York,airport
Bowling Green Warren County Regional Airport,Bowling Green,United States,BWG,KBWG,36.9645004272,-86.4197006226,547,-6,A,America/Chicago,airport
Richard Lloyd Jones Jr Airport,Tulsa,United States,RVS,KRVS,36.039600372314,-95.984596252441,638,-6,A,America/Chicago,airport
Al Minhad Air Base,Minhad AB,United Arab Emirates,NHD,OMDM,25.0268001556,55.3661994934,165,4,U,Asia/Dubai,airport
Kirovograd Airport,Kirovograd,Ukraine,KGO,UKKG,48.5428009033203,32.2849998474121,568,2,E,Europe/Kiev,airport
Roitzschjora Airport,Roitzschjora,Germany,\N,EDAW,51.5777778625488,12.4944438934326,289,1,U,Europe/Berlin,airport
El Alamein International Airport,Dabaa City,Egypt,DBB,HEAL,30.9244995117187,28.4613990783691,143,2,N,Africa/Cairo,airport
Bryce Canyon Airport,Bryce Canyon,United States,BCE,KBCE,37.706401825,-112.144996643,7590,-7,A,America/Denver,airport
Burlington Alamance Regional Airport,Burlington,United States,\N,KBUY,36.0485000610352,-79.4748992919922,617,-5,A,America/New_York,airport
Chkalovskiy Airport,Shchyolkovo,Russia,CKL,UUMU,55.8782997131,38.0616989136,499,3,N,Europe/Moscow,airport
Tengchong Tuofeng Airport,Tengchong,China,TCZ,ZUTC,24.9380555556,98.4858333333,6250,8,N,Asia/Shanghai,airport
Belbek Airport,Sevastopol,Ukraine,UKS,UKFB,44.688999176,33.5709991455,344,3,U,Europe/Simferopol,airport
De Peel Air Base,Deurne,Netherlands,\N,EHDP,51.5172996520996,5.85572004318237,98,1,E,Europe/Amsterdam,airport
Camp Bastion Airport,Camp Bastion,Afghanistan,\N,OAZI,31.8638000488,64.2246017456,2943,4.5,N,Asia/Kabul,airport
New Century Aircenter Airport,Olathe,United States,JCI,KIXD,38.8308982849,-94.890296936,1087,-6,A,America/Chicago,airport
Easton Newnam Field,Easton,United States,ESN,KESN,38.8041992188,-76.0690002441,72,-5,A,America/New_York,airport
Stafsberg Airport,Hamar,Norway,HMR,ENHA,60.8180999755859,11.0679998397827,713,1,E,Europe/Oslo,airport
Ringebu Airfield Frya,Frya,Norway,\N,ENRI,61.545440673,10.061588287,571,1,E,Europe/Oslo,airport
Yuba County Airport,Yuba City,United States,MYV,KMYV,39.09780121,-121.5699997,64,-8,A,America/Los_Angeles,airport
